,genre,danceability,energy,loudness,acousticness,instrumentalness,liveness,speechiness,valence
22,r&b,0.68,0.591,-11.976,0.187,7.89e-06,0.0905,0.444,0.365
23,r&b,0.706,0.604,-4.427,0.539,0.0,0.16,0.0547,0.248
24,r&b,0.526,0.602,-9.432,0.00984,0.0347,0.0796,0.0783,0.169
25,r&b,0.85,0.777,-7.497,0.116,0.00498,0.379,0.139,0.588
26,r&b,0.661,0.325,-5.384,0.776,0.0,0.118,0.027,0.261
27,r&b,0.591,0.276,-14.845,0.208,0.0216,0.23,0.0975,0.21
28,r&b,0.413,0.525,-10.222,0.156,0.000263,0.18,0.0604,0.42
29,r&b,0.71,0.556,-7.464,0.0303,0.33,0.241,0.0452,0.749
30,r&b,0.7,0.599,-6.956,0.515,1.25e-06,0.148,0.0396,0.814
31,r&b,0.732,0.495,-8.346,0.217,0.0,0.0562,0.119,0.779
32,r&b,0.555,0.652,-6.265,0.188,4.58e-06,0.248,0.0497,0.704
33,r&b,0.368,0.362,-10.452,0.565,0.00208,0.273,0.0994,0.194
34,r&b,0.586,0.808,-6.074,0.346,1.52e-06,0.15,0.141,0.365
35,r&b,0.683,0.121,-15.77,0.491,0.0742,0.103,0.0594,0.124
36,r&b,0.66,0.317,-5.799,0.969,0.0,0.092,0.039,0.512
37,r&b,0.877,0.505,-5.906,0.527,0.0,0.131,0.0592,0.564
38,r&b,0.775,0.446,-9.182,0.728,0.0679,0.1,0.231,0.74
39,r&b,0.723,0.585,-7.996,0.13,0.000835,0.33,0.151,0.691
40,r&b,0.822,0.431,-7.35,0.304,0.0113,0.0732,0.151,0.593
41,r&b,0.737,0.829,-3.222,0.138,0.0,0.106,0.0346,0.885
42,r&b,0.471,0.632,-9.367,0.758,0.000182,0.114,0.244,0.48
43,r&b,0.779,0.401,-11.519,0.411,0.0358,0.306,0.0581,0.332
44,r&b,0.634,0.438,-9.325,0.182,0.00552,0.127,0.311,0.33
45,r&b,0.854,0.303,-9.281,0.766,0.0,0.103,0.267,0.688
46,r&b,0.903,0.413,-9.07,0.0136,0.662,0.0977,0.0576,0.717
47,r&b,0.739,0.536,-6.501,0.00368,0.0,0.0968,0.0587,0.193
48,r&b,0.645,0.418,-10.065,0.558,0.0003,0.562,0.29,0.123
49,r&b,0.84,0.344,-8.613,0.456,3.36e-05,0.35,0.0374,0.526
50,r&b,0.71,0.578,-5.84,0.0163,0.0,0.246,0.0604,0.512
51,r&b,0.646,0.335,-9.915,0.626,1.3e-05,0.107,0.247,0.419
52,r&b,0.681,0.586,-8.324,0.169,0.0,0.0924,0.058,0.604
53,r&b,0.704,0.445,-5.462,0.0599,0.0,0.096,0.0444,0.276
54,r&b,0.689,0.444,-7.783,0.0739,0.0,0.133,0.0685,0.409
55,r&b,0.574,0.511,-8.366,0.375,0.0,0.111,0.172,0.493
56,r&b,0.731,0.338,-11.774,0.186,7.33e-05,0.115,0.102,0.0607
57,r&b,0.784,0.416,-9.231,0.0546,2.16e-05,0.112,0.102,0.259
58,r&b,0.759,0.413,-7.282,0.7,0.0,0.14,0.0494,0.403
59,r&b,0.641,0.355,-10.599,0.831,0.000855,0.11,0.0906,0.453
60,r&b,0.693,0.573,-7.652,0.0142,0.0,0.0372,0.22,0.457
61,r&b,0.858,0.317,-14.257,0.231,0.000488,0.0966,0.0881,0.177
62,r&b,0.344,0.537,-8.215,0.0727,0.000127,0.225,0.079,0.453
63,r&b,0.425,0.442,-9.72,0.655,7.55e-06,0.33,0.174,0.446
64,r&b,0.69,0.465,-11.348,0.214,0.0,0.0959,0.263,0.447
65,r&b,0.38,0.281,-13.104,0.847,0.000875,0.105,0.169,0.265
66,r&b,0.474,0.681,-3.473,0.0263,4.27e-05,0.0972,0.038,0.0384
67,r&b,0.51,0.624,-5.977,0.0105,0.0,0.102,0.16,0.575
68,r&b,0.69,0.377,-7.907,0.672,1.06e-06,0.106,0.0793,0.18
69,r&b,0.584,0.306,-8.401,0.52,0.0,0.12,0.0271,0.096
70,r&b,0.287,0.315,-9.745,0.779,1.72e-06,0.114,0.0586,0.238
71,r&b,0.387,0.296,-11.452,0.775,0.00018,0.11,0.0698,0.114
72,r&b,0.679,0.516,-6.371,0.199,0.0,0.0965,0.0452,0.716
73,r&b,0.749,0.463,-8.433,0.21,0.0382,0.338,0.0842,0.189
74,r&b,0.425,0.463,-7.61,0.0475,3.19e-05,0.101,0.0537,0.191
75,r&b,0.436,0.655,-8.37,0.499,8.1e-06,0.688,0.0583,0.412
76,r&b,0.849,0.707,-6.002,0.0266,8.58e-06,0.618,0.113,0.602
77,r&b,0.864,0.477,-5.786,0.201,0.0,0.182,0.224,0.5
78,r&b,0.505,0.822,-4.936,0.0454,0.0,0.11,0.439,0.516
79,r&b,0.654,0.521,-6.985,0.213,0.0,0.0684,0.0717,0.223
80,r&b,0.42,0.419,-9.189,0.429,0.0,0.486,0.0485,0.11
81,r&b,0.766,0.283,-10.33,0.111,0.0172,0.115,0.0846,0.144
82,r&b,0.45,0.352,-11.733,0.649,3.8e-06,0.249,0.267,0.408
83,r&b,0.505,0.513,-6.962,0.0834,0.0,0.0909,0.375,0.318
84,r&b,0.443,0.519,-9.337,0.0989,2.33e-05,0.0919,0.246,0.24
85,r&b,0.74,0.465,-8.27,0.304,0.00404,0.101,0.0411,0.276
86,r&b,0.761,0.536,-7.487,0.0754,0.0,0.154,0.119,0.525
87,r&b,0.791,0.366,-8.337,0.744,7.24e-06,0.106,0.0966,0.335
88,r&b,0.809,0.504,-3.201,0.00156,0.0,0.0856,0.15,0.525
89,r&b,0.796,0.669,-5.524,0.214,0.0,0.117,0.0714,0.78
90,r&b,0.555,0.507,-6.099,0.25,0.0,0.283,0.167,0.339
91,r&b,0.828,0.621,-6.414,0.0164,0.00233,0.0845,0.0565,0.436
92,r&b,0.502,0.693,-4.095,0.0138,0.0,0.111,0.0923,0.323
93,r&b,0.499,0.695,-9.452,0.333,2.85e-06,0.659,0.113,0.235
94,r&b,0.518,0.69,-6.15,0.128,0.0,0.176,0.107,0.59
95,r&b,0.736,0.68,-8.892,0.0131,0.0371,0.209,0.0903,0.21
96,r&b,0.707,0.618,-5.825,0.17,0.0,0.293,0.19,0.517
97,r&b,0.438,0.54,-9.456,0.223,0.0,0.141,0.0519,0.389
98,r&b,0.874,0.348,-9.643,0.339,8.6e-06,0.116,0.0767,0.151
99,r&b,0.77,0.611,-7.454,0.00169,0.0135,0.111,0.0348,0.896
0,punk,0.284,0.849,-8.767,0.00781,0.24,0.0799,0.15,0.329
1,punk,0.149,0.958,-4.671,0.00186,0.000136,0.352,0.0949,0.445
2,punk,0.417,0.915,-6.039,0.00541,2.8e-06,0.0929,0.0622,0.357
3,punk,0.627,0.796,-6.296,0.00295,4.96e-06,0.0459,0.0687,0.6
4,punk,0.3,0.963,-4.194,0.0163,0.0,0.203,0.112,0.612
5,punk,0.529,0.933,-5.483,0.000215,1.54e-06,0.0706,0.141,0.553
6,punk,0.382,0.956,-9.163,0.000253,0.0752,0.115,0.116,0.43
7,punk,0.53,0.8,-7.242,0.000154,0.00303,0.415,0.0303,0.578
8,punk,0.511,0.991,-2.914,3.42e-05,0.111,0.277,0.0841,0.548
9,punk,0.242,0.846,-7.629,0.00052,0.0,0.055,0.14,0.393
10,punk,0.325,0.928,-5.85,4.42e-05,0.000452,0.0867,0.0751,0.488
11,punk,0.588,0.807,-5.662,0.0656,0.0,0.0945,0.038,0.917
12,punk,0.598,0.762,-8.386,0.537,0.0,0.324,0.0396,0.686
13,punk,0.656,0.769,-5.762,0.00126,0.0,0.0645,0.0338,0.807
14,punk,0.654,0.842,-6.503,0.148,7.67e-05,0.232,0.0387,0.9
15,punk,0.384,0.906,-6.474,0.0902,0.0,0.363,0.258,0.81
16,punk,0.483,0.986,-5.916,0.00049,0.0,0.318,0.0763,0.355
17,punk,0.275,0.907,-5.488,0.0618,0.0,0.119,0.122,0.321
18,punk,0.342,0.941,-5.358,0.000626,1.19e-05,0.425,0.197,0.737
19,punk,0.26,0.895,-5.992,0.00112,0.0191,0.0525,0.0998,0.59
20,punk,0.529,0.773,-6.639,0.294,0.000224,0.112,0.0327,0.429
21,punk,0.521,0.938,-1.909,0.084,0.0,0.104,0.266,0.549
22,punk,0.232,0.877,-6.384,0.00383,0.0,0.304,0.0432,0.81
23,punk,0.442,0.729,-4.784,0.000209,0.0,0.239,0.0284,0.608
24,punk,0.535,0.83,-9.741,0.00046,0.0754,0.058,0.0385,0.65
25,punk,0.354,0.912,-5.329,9.18e-05,0.0,0.0986,0.095,0.345
26,punk,0.45,0.926,-7.967,0.00876,0.0,0.483,0.112,0.724
27,punk,0.387,0.979,-2.215,0.0278,0.0,0.07,0.209,0.426
28,punk,0.397,0.979,-2.805,0.000749,0.0656,0.164,0.128,0.485
29,punk,0.653,0.971,-2.873,0.00214,0.0,0.303,0.12,0.696
30,punk,0.325,0.904,-7.711,0.00614,1.06e-06,0.32,0.292,0.361
31,punk,0.34,0.846,-7.128,0.000386,0.000175,0.301,0.0502,0.529
32,punk,0.41,0.897,-11.745,0.000162,0.00461,0.225,0.0662,0.437
33,punk,0.293,0.933,-7.271,9.71e-06,0.509,0.271,0.103,0.68
34,punk,0.463,0.936,-6.347,0.16,0.0,0.253,0.1,0.898
35,punk,0.536,0.838,-6.786,0.000255,8.81e-05,0.174,0.0418,0.75
36,punk,0.518,0.864,-5.933,0.15,0.0176,0.74,0.0456,0.645
37,punk,0.44,0.932,-5.655,0.000352,0.0,0.254,0.0973,0.62
38,punk,0.213,0.917,-4.662,0.00535,0.0,0.0851,0.101,0.388
39,punk,0.734,0.73,-8.148,0.108,0.0,0.0336,0.0444,0.865
40,punk,0.383,0.951,-4.632,0.00127,0.00049,0.0685,0.0971,0.795
41,punk,0.277,0.949,-4.322,0.000168,0.0,0.303,0.0497,0.663
42,punk,0.362,0.981,-5.041,0.0118,0.0,0.293,0.0808,0.477
43,punk,0.491,0.929,-4.206,0.00698,0.000105,0.238,0.0501,0.797
44,punk,0.519,0.847,-6.95,0.000322,0.519,0.0856,0.0309,0.813
45,punk,0.473,0.897,-10.658,0.00898,0.649,0.0487,0.0538,0.511
46,punk,0.569,0.922,-7.5,0.0856,3.15e-05,0.0558,0.085,0.894
47,punk,0.565,0.845,-5.874,0.0116,0.00059,0.0607,0.0612,0.819
48,punk,0.166,0.805,-8.844,3.36e-06,0.782,0.19,0.0448,0.883
49,punk,0.518,0.992,-4.926,0.00118,1.17e-06,0.33,0.104,0.412
50,punk,0.494,0.908,-3.887,0.000399,0.0,0.126,0.0302,0.825
51,punk,0.418,0.841,-8.149,0.0192,0.0,0.0596,0.128,0.791
52,punk,0.455,0.913,-5.535,0.00394,0.0,0.371,0.073,0.884
53,punk,0.357,0.869,-5.813,0.00567,0.00115,0.112,0.0352,0.878
54,punk,0.437,0.991,-3.699,0.000934,1.06e-06,0.315,0.0923,0.347
55,punk,0.562,0.897,-4.891,0.000964,0.0,0.0761,0.0909,0.843
56,punk,0.504,0.878,-11.318,0.0054,0.0231,0.0599,0.043,0.732
57,punk,0.581,0.682,-6.77,0.0612,0.0,0.0345,0.0568,0.872
58,punk,0.443,0.972,-4.071,0.00485,0.0,0.0993,0.045,0.836
59,punk,0.508,0.985,-2.916,0.0105,0.0,0.178,0.132,0.477
60,punk,0.4,0.631,-8.096,0.204,0.000125,0.0814,0.0549,0.436
61,punk,0.556,0.919,-6.229,0.0155,1.49e-06,0.168,0.0934,0.82
62,punk,0.55,0.799,-7.003,0.0843,0.0,0.104,0.11,0.769
63,punk,0.397,0.942,-6.498,0.00836,0.499,0.138,0.107,0.6
64,punk,0.155,0.976,-2.951,0.0514,0.0,0.0842,0.24,0.559
65,punk,0.597,0.872,-4.51,0.00138,1.35e-06,0.109,0.0769,0.751
66,punk,0.472,0.896,-4.792,8.87e-05,6.27e-06,0.216,0.0568,0.756
67,punk,0.183,0.899,-4.065,0.00703,0.0,0.292,0.0472,0.658
68,punk,0.392,0.951,-5.829,0.00788,0.0,0.0711,0.0877,0.738
69,punk,0.447,0.957,-2.6,0.0464,0.0,0.0649,0.202,0.536
70,punk,0.491,0.805,-4.381,0.132,0.00804,0.177,0.0468,0.416
71,punk,0.703,0.927,-5.796,0.0224,0.00266,0.0279,0.0893,0.93
72,punk,0.561,0.819,-4.944,0.000679,0.0,0.279,0.0604,0.67
73,punk,0.336,0.913,-5.407,0.000203,1.5e-05,0.0965,0.0432,0.535
74,punk,0.312,0.893,-6.752,0.000188,0.000649,0.415,0.0522,0.714
75,punk,0.611,0.861,-5.264,0.00362,0.0,0.373,0.0512,0.841
76,punk,0.413,0.925,-4.687,0.0228,0.0,0.25,0.0969,0.602
77,punk,0.535,0.849,-4.781,0.1,0.000109,0.095,0.0662,0.729
78,punk,0.614,0.886,-5.449,0.115,4.94e-06,0.118,0.0519,0.925
79,punk,0.332,0.961,-5.307,0.00995,0.0,0.206,0.0638,0.646
80,punk,0.191,0.905,-4.281,0.000357,1.4e-06,0.155,0.0546,0.61
81,punk,0.371,0.952,-5.403,0.341,0.0,0.296,0.104,0.332
82,punk,0.527,0.905,-5.937,0.0289,0.0,0.312,0.0612,0.663
83,punk,0.282,0.984,-5.487,0.126,0.000134,0.457,0.185,0.108
84,punk,0.288,0.993,-7.713,0.000567,0.000627,0.314,0.0671,0.409
85,punk,0.439,0.92,-4.974,0.236,0.0,0.288,0.0596,0.625
86,punk,0.323,0.926,-4.666,0.000557,4.99e-06,0.228,0.15,0.637
87,punk,0.257,0.805,-7.653,5.81e-05,0.389,0.273,0.0951,0.833
88,punk,0.289,0.881,-6.072,0.000436,0.153,0.115,0.0681,0.396
89,punk,0.188,0.955,-3.987,0.00413,1.72e-05,0.903,0.101,0.269
90,punk,0.318,0.831,-8.352,0.000194,0.0369,0.497,0.0528,0.619
91,punk,0.541,0.886,-5.279,0.00152,0.000234,0.123,0.033,0.479
92,punk,0.676,0.492,-12.546,0.00187,0.0747,0.336,0.0364,0.854
93,punk,0.713,0.639,-9.11,0.199,0.16,0.116,0.0235,0.754
94,punk,0.662,0.703,-4.023,0.0177,2.64e-06,0.057,0.0389,0.851
95,punk,0.446,0.651,-9.246,0.0309,0.0159,0.279,0.0954,0.653
96,punk,0.512,0.926,-4.899,0.000864,1.05e-05,0.234,0.0426,0.769
97,punk,0.381,0.934,-5.485,0.0047,0.0,0.1,0.065,0.523
98,punk,0.224,0.821,-5.404,0.000378,0.0,0.558,0.0468,0.306
99,punk,0.535,0.937,-3.355,0.00694,0.0,0.138,0.0991,0.351
0,pop,0.601,0.741,-5.569,0.185,2.91e-05,0.415,0.0478,0.441
1,pop,0.714,0.442,-5.909,0.742,0.0,0.114,0.0605,0.546
2,pop,0.595,0.759,-4.245,0.141,0.0,0.172,0.0423,0.515
3,pop,0.776,0.808,-4.501,0.0297,0.000127,0.103,0.117,0.494
4,pop,0.621,0.747,-5.084,0.222,0.000194,0.147,0.0337,0.426
5,pop,0.559,0.559,-6.425,0.0145,0.0,0.138,0.0358,0.338
6,pop,0.518,0.683,-5.295,0.346,0.0,0.311,0.0364,0.304
7,pop,0.69,0.626,-5.693,0.105,0.000335,0.0881,0.306,0.912
8,pop,0.714,0.802,-5.339,0.0557,0.0,0.0664,0.0382,0.882
9,pop,0.658,0.634,-5.797,0.0106,0.0,0.132,0.0413,0.29
10,pop,0.614,0.644,-5.372,0.0134,7.07e-06,0.117,0.0426,0.651
11,pop,0.654,0.636,-6.913,0.117,0.00179,0.0919,0.0391,0.392
12,pop,0.562,0.379,-7.625,0.526,0.0,0.151,0.231,0.258
13,pop,0.641,0.551,-6.165,0.147,0.0,0.12,0.0532,0.417
14,pop,0.462,0.745,-6.588,0.0367,0.0,0.0795,0.0699,0.254
15,pop,0.65,0.388,-7.065,0.306,0.0,0.114,0.0332,0.628
16,pop,0.333,0.637,-4.904,0.131,1.8e-05,0.149,0.0581,0.132
17,pop,0.645,0.475,-8.775,0.726,0.00029,0.263,0.07,0.463
18,pop,0.65,0.825,-4.645,0.0215,2.44e-05,0.0936,0.0325,0.593
19,pop,0.392,0.574,-9.195,0.833,0.00179,0.145,0.17,0.529
20,pop,0.713,0.676,-5.483,0.0377,0.0,0.154,0.027,0.721
21,pop,0.607,0.418,-6.997,0.394,0.0,0.182,0.0363,0.386
22,pop,0.604,0.366,-7.519,0.578,0.0,0.133,0.0282,0.13
23,pop,0.591,0.764,-5.484,0.0383,0.0,0.103,0.0483,0.478
24,pop,0.686,0.538,-8.026,0.181,3.13e-06,0.113,0.0345,0.584
25,pop,0.592,0.342,-8.93,0.193,0.00245,0.11,0.0339,0.155
26,pop,0.665,0.628,-6.297,0.00502,2.02e-05,0.0947,0.026,0.551
27,pop,0.791,0.439,-5.62,0.302,1.85e-05,0.126,0.0645,0.559
28,pop,0.456,0.615,-5.454,0.614,0.0,0.0908,0.0529,0.416
29,pop,0.675,0.523,-7.598,0.761,3.17e-06,0.109,0.0444,0.376
30,pop,0.755,0.689,-4.463,0.0693,0.0,0.394,0.0305,0.638
31,pop,0.398,0.286,-11.881,0.616,0.000146,0.0912,0.033,0.0666
32,pop,0.306,0.74,-4.521,0.232,0.0,0.0892,0.0532,0.314
33,pop,0.775,0.673,-7.704,0.218,0.0,0.074,0.0423,0.71
34,pop,0.588,0.701,-6.39,0.00813,0.0,0.2,0.0402,0.443
35,pop,0.682,0.363,-10.837,0.699,3e-05,0.363,0.0261,0.203
36,pop,0.872,0.52,-6.928,0.715,0.0,0.0982,0.0618,0.736
37,pop,0.422,0.34,-6.577,0.877,1.77e-05,0.149,0.0351,0.223
38,pop,0.394,0.398,-10.202,0.573,0.0,0.313,0.219,0.361
39,pop,0.397,0.413,-7.701,0.477,0.0,0.0835,0.0342,0.492
40,pop,0.766,0.706,-6.553,0.223,0.00028,0.064,0.16,0.766
41,pop,0.547,0.703,-6.287,0.0776,1.81e-06,0.1,0.0278,0.385
42,pop,0.576,0.679,-7.237,0.0311,0.0,0.323,0.034,0.213
43,pop,0.54,0.833,-4.266,0.0179,0.000126,0.173,0.0312,0.649
44,pop,0.601,0.787,-6.178,0.0492,0.0,0.142,0.031,0.525
45,pop,0.783,0.435,-7.78,0.282,0.0,0.0833,0.0588,0.512
46,pop,0.43,0.689,-6.039,0.154,0.0,0.282,0.181,0.299
47,pop,0.704,0.778,-5.331,0.00447,0.0,0.0731,0.0971,0.821
48,pop,0.391,0.335,-10.064,0.389,0.0,0.102,0.0763,0.116
49,pop,0.619,0.736,-7.651,0.0328,0.0,0.0864,0.0425,0.299
50,pop,0.763,0.661,-5.592,0.169,0.0,0.117,0.056,0.632
51,pop,0.709,0.666,-7.306,0.231,7.93e-06,0.105,0.123,0.502
52,pop,0.386,0.426,-6.642,0.807,0.0,0.14,0.0363,0.261
53,pop,0.9,0.389,-8.805,0.603,2.24e-06,0.0975,0.045,0.546
54,pop,0.617,0.38,-9.275,0.018,0.0,0.112,0.0361,0.192
55,pop,0.734,0.615,-8.519,0.0966,3.15e-06,0.122,0.0562,0.289
56,pop,0.493,0.858,-5.481,0.0115,1.3e-06,0.292,0.0641,0.391
57,pop,0.654,0.434,-11.163,0.837,0.0,0.216,0.0665,0.223
58,pop,0.429,0.214,-12.261,0.897,0.0,0.105,0.242,0.189
59,pop,0.601,0.741,-5.981,0.0467,0.0,0.244,0.127,0.71
60,pop,0.756,0.697,-6.377,0.182,0.0,0.333,0.0401,0.956
61,pop,0.673,0.729,-5.664,0.000983,0.000107,0.226,0.029,0.482
62,pop,0.593,0.503,-5.635,0.112,0.0,0.331,0.0652,0.278
63,pop,0.737,0.846,-4.51,0.00614,0.0,0.0486,0.22,0.546
64,pop,0.566,0.581,-5.181,0.216,0.0,0.0853,0.043,0.152
65,pop,0.528,0.309,-7.398,0.924,2.1e-06,0.282,0.0329,0.307
66,pop,0.648,0.724,-5.189,0.0198,0.0,0.15,0.0263,0.382
67,pop,0.696,0.488,-8.398,0.273,0.0,0.594,0.0489,0.425
68,pop,0.655,0.469,-6.257,0.173,0.0,0.0956,0.0292,0.467
69,pop,0.769,0.724,-5.12,0.548,0.0,0.161,0.0864,0.464
70,pop,0.61,0.488,-6.918,0.817,0.0,0.312,0.0293,0.443
71,pop,0.38,0.339,-7.885,0.691,0.0,0.12,0.0338,0.0849
72,pop,0.768,0.716,-5.11,0.35,0.0,0.15,0.0404,0.841
73,pop,0.581,0.519,-6.649,0.0137,6.86e-05,0.0808,0.0946,0.267
74,pop,0.511,0.466,-5.927,0.583,0.0,0.117,0.0298,0.278
75,pop,0.497,0.757,-4.189,0.0449,0.0,0.119,0.127,0.507
76,pop,0.661,0.517,-7.74,0.223,0.0,0.116,0.0406,0.241
77,pop,0.686,0.738,-5.802,0.0703,0.0,0.0505,0.287,0.45
78,pop,0.355,0.411,-7.117,0.613,1.74e-06,0.149,0.0516,0.401
79,pop,0.501,0.556,-5.628,0.361,0.000133,0.115,0.0266,0.165
80,pop,0.608,0.547,-8.151,0.131,0.0,0.0974,0.0368,0.108
81,pop,0.442,0.517,-7.807,0.0699,0.0,0.114,0.0548,0.2
82,pop,0.565,0.272,-4.747,0.802,0.0,0.111,0.032,0.331
83,pop,0.652,0.472,-8.084,0.158,0.0,0.121,0.0399,0.24
84,pop,0.508,0.378,-7.158,0.516,0.0,0.119,0.0473,0.161
85,pop,0.52,0.204,-12.488,0.733,2.53e-05,0.126,0.0355,0.274
86,pop,0.44,0.528,-7.809,0.0171,0.00203,0.234,0.0317,0.132
87,pop,0.717,0.734,-5.712,0.28,0.000101,0.147,0.0426,0.894
88,pop,0.626,0.453,-9.295,0.816,1.91e-06,0.0904,0.0306,0.494
89,pop,0.603,0.473,-7.23,0.616,0.0,0.31,0.0511,0.446
90,pop,0.667,0.438,-7.515,0.041,0.0,0.279,0.0437,0.232
91,pop,0.5,0.156,-11.472,0.87,0.0,0.125,0.0469,0.405
92,pop,0.765,0.393,-9.616,0.633,0.0,0.142,0.0311,0.224
93,pop,0.518,0.318,-11.727,0.875,4.21e-06,0.13,0.0749,0.227
94,pop,0.761,0.525,-6.9,0.44,6.7e-06,0.0921,0.0944,0.531
95,pop,0.694,0.822,-5.266,0.0703,1.18e-06,0.0977,0.233,0.356
96,pop,0.485,0.484,-7.036,0.62,0.0,0.114,0.0617,0.282
97,pop,0.667,0.718,-2.848,0.247,0.0,0.102,0.045,0.357
98,pop,0.658,0.74,-6.631,0.0992,0.0,0.186,0.0331,0.285
99,pop,0.562,0.252,-9.479,0.864,0.0,0.18,0.0273,0.206
